Country,Admin 1,Admin 2,Market Name,Commodity,Price Type,Price Date,Collection Frequency,Price,Unit,Currency,Data Source,Trend,Pewi,ALPS Phase,Data Type,Upper (95%) CI,Lower (95%) CI,Forecast Methodology
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-07-21,Weekly,231.176474,L,KES,WFP,224.6479,0.2292,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-08-21,Weekly,235.833322,L,KES,WFP,207.7468,0.9861,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-09-21,Weekly,215,L,KES,WFP,209.8302,0.1815,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-10-21,Weekly,233.333333,L,KES,WFP,233.3333,0,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-11-21,Weekly,250,L,KES,WFP,232.8921,0.6006,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-12-21,Weekly,250,L,KES,WFP,246.978,0.1061,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-01-22,Weekly,289.666669,L,KES,WFP,267.3201,0.7846,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-02-22,Weekly,250,L,KES,WFP,244.047,0.209,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-01-23,Weekly,335.83335,L,KES,WFP,290.7667,1.5822,Alert,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-02-23,Weekly,276.11111,L,KES,WFP,267.4936,0.3026,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-03-23,Weekly,280,L,KES,WFP,291.6905,-0.4104,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-05-23,Weekly,310,L,KES,WFP,288.6488,0.7496,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-06-23,Weekly,250,L,KES,WFP,242.8988,0.2493,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-07-23,Weekly,305.625003,L,KES,WFP,271.541,1.3502,Alert,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-08-23,Weekly,275,L,KES,WFP,261.4769,0.4879,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-09-23,Weekly,270,L,KES,WFP,261.1991,0.3175,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-11-23,Weekly,280.909083,L,KES,WFP,279.7852,0.0395,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-12-23,Weekly,296.499998,L,KES,WFP,293.8711,0.0923,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-01-24,Weekly,333.3333,L,KES,WFP,314.2132,0.6713,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-03-24,Weekly,400,L,KES,WFP,315.137,2.9794,Crisis,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-04-24,Weekly,250,L,KES,WFP,264.0587,-0.4936,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-05-24,Weekly,332.5,L,KES,WFP,312.0954,0.7164,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-06-24,Weekly,250,L,KES,WFP,266.3454,-0.5739,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-07-24,Weekly,250,L,KES,WFP,294.9875,-1.5795,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-08-24,Weekly,250,L,KES,WFP,278.0865,-0.9861,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-09-24,Weekly,275,L,KES,WFP,280.1698,-0.1815,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-11-24,Weekly,285,L,KES,WFP,303.2318,-0.6401,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-12-24,Weekly,311.66665,L,KES,WFP,317.3176,-0.1984,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-01-25,Weekly,300,L,KES,WFP,337.6598,-1.3222,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-02-25,Weekly,333.3333,L,KES,WFP,314.3867,0.6652,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-03-25,Weekly,300,L,KES,WFP,338.8475,-1.4017,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-05-25,Weekly,320,L,KES,WFP,331.2124,-0.4088,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-06-25,Weekly,310,L,KES,WFP,295.2745,0.5412,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-07-25,Weekly,295,L,KES,WFP,311.0146,-0.5924,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-08-25,Weekly,280,L,KES,WFP,299.7253,-0.732,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-09-25,Weekly,276.6667,L,KES,WFP,297.627,-0.7793,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-11-25,Weekly,250,L,KES,WFP,302.4218,-1.8562,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-12-25,Weekly,274.3215,L,KES,WFP,302.4218,-1.8562,Normal,Forecast,329.6245,219.0185,"AR(2),I(0),MA(1)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-01-26,Weekly,272.7187,L,KES,WFP,302.4218,-1.8562,Normal,Forecast,328.0217,217.4157,"AR(2),I(0),MA(1)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-02-26,Weekly,272.1956,L,KES,WFP,302.4218,-1.8562,Normal,Forecast,327.4986,216.8925,"AR(2),I(0),MA(1)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-03-26,Weekly,271.0588,L,KES,WFP,302.4218,-1.8562,Normal,Forecast,326.3618,215.7558,"AR(2),I(0),MA(1)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-04-26,Weekly,270.4829,L,KES,WFP,302.4218,-1.8562,Normal,Forecast,325.7859,215.1799,"AR(2),I(0),MA(1)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,15-05-26,Weekly,269.6332,L,KES,WFP,302.4218,-1.8562,Normal,Forecast,324.9363,214.3302,"AR(2),I(0),MA(1)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-01-21,Weekly,100,KG,KES,WFP,104.4238,-0.2105,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-02-21,Weekly,98.333325,KG,KES,WFP,108.5245,-0.485,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-03-21,Weekly,101.249998,KG,KES,WFP,112.6393,-0.542,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-04-21,Weekly,102.499999,KG,KES,WFP,94.4678,0.3822,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-05-21,Weekly,100,KG,KES,WFP,139.5476,-1.8819,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-06-21,Weekly,104.499996,KG,KES,WFP,87.2976,0.8186,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-07-21,Weekly,102.941171,KG,KES,WFP,103.4447,-0.024,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-08-21,Weekly,99.393917,KG,KES,WFP,77.9148,1.0221,Alert,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-09-21,Weekly,96.666666,KG,KES,WFP,102.8012,-0.2919,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-10-21,Weekly,91.666666,KG,KES,WFP,91.6667,0,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-11-21,Weekly,85,KG,KES,WFP,85.5703,-0.0271,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-12-21,Weekly,100,KG,KES,WFP,104.7976,-0.2283,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-01-22,Weekly,98.999998,KG,KES,WFP,118.9452,-0.9491,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-02-22,Weekly,122.692308,KG,KES,WFP,123.0459,-0.0168,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-01-23,Weekly,145,KG,KES,WFP,133.4667,0.5488,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-02-23,Weekly,138.055555,KG,KES,WFP,137.5673,0.0232,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-03-23,Weekly,140,KG,KES,WFP,141.6821,-0.08,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-05-23,Weekly,190,KG,KES,WFP,168.5905,1.0188,Alert,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-06-23,Weekly,100,KG,KES,WFP,116.3405,-0.7776,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-07-23,Weekly,164.375004,KG,KES,WFP,132.4875,1.785,Alert,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-08-23,Weekly,125,KG,KES,WFP,113.0129,0.5889,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-09-23,Weekly,143.3333,KG,KES,WFP,135.7149,0.3742,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-11-23,Weekly,126.81818,KG,KES,WFP,114.6132,0.5808,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-12-23,Weekly,172.000012,KG,KES,WFP,133.8405,1.8158,Alert,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-01-24,Weekly,200,KG,KES,WFP,147.9881,2.475,Crisis,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-03-24,Weekly,170,KG,KES,WFP,156.2036,0.6565,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-04-24,Weekly,130,KG,KES,WFP,138.0322,-0.3822,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-05-24,Weekly,201.25,KG,KES,WFP,183.1119,0.8631,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-06-24,Weekly,130,KG,KES,WFP,130.8619,-0.041,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-07-24,Weekly,110,KG,KES,WFP,147.009,-1.7611,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-08-24,Weekly,100,KG,KES,WFP,121.4791,-1.0221,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-09-24,Weekly,152.5,KG,KES,WFP,146.3655,0.2919,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-11-24,Weekly,117.5,KG,KES,WFP,129.1346,-0.5536,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-12-24,Weekly,115,KG,KES,WFP,148.3619,-1.5875,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-01-25,Weekly,123.3333,KG,KES,WFP,162.5095,-1.8642,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-02-25,Weekly,176.6667,KG,KES,WFP,166.6102,0.4785,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-03-25,Weekly,170,KG,KES,WFP,170.9407,-0.0462,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-05-25,Weekly,170,KG,KES,WFP,189.6969,-0.9633,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-06-25,Weekly,175,KG,KES,WFP,153.0624,1.0642,Alert,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-07-25,Weekly,152.5,KG,KES,WFP,157.8419,-0.2622,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-08-25,Weekly,120,KG,KES,WFP,135.6553,-0.7701,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-09-25,Weekly,100,KG,KES,WFP,145.3934,-2.0858,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-11-25,Weekly,100,KG,KES,WFP,128.2426,-1.2773,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-12-25,Weekly,119.4743,KG,KES,WFP,128.2426,-1.2773,Normal,Forecast,165.3407,73.608,"AR(2),I(0),MA(0)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-01-26,Weekly,120.383,KG,KES,WFP,128.2426,-1.2773,Normal,Forecast,166.2493,74.5166,"AR(2),I(0),MA(0)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-02-26,Weekly,122.4709,KG,KES,WFP,128.2426,-1.2773,Normal,Forecast,168.3373,76.6046,"AR(2),I(0),MA(0)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-03-26,Weekly,123.4413,KG,KES,WFP,128.2426,-1.2773,Normal,Forecast,169.3076,77.575,"AR(2),I(0),MA(0)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-04-26,Weekly,124.4785,KG,KES,WFP,128.2426,-1.2773,Normal,Forecast,170.3448,78.6122,"AR(2),I(0),MA(0)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,15-05-26,Weekly,125.1432,KG,KES,WFP,128.2426,-1.2773,Normal,Forecast,171.0096,79.2769,"AR(2),I(0),MA(0)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans,Retail,15-12-23,Monthly,178,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans,Retail,15-03-24,Monthly,190,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans,Retail,15-06-24,Monthly,150,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans,Retail,15-09-24,Monthly,113,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans,Retail,15-03-25,Monthly,123,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans,Retail,15-06-25,Monthly,120,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans,Retail,15-09-25,Monthly,107,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-01-21,Weekly,100,KG,KES,WFP,103.4142,-0.1839,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-02-21,Weekly,120,KG,KES,WFP,105.8981,0.7594,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-03-21,Weekly,120,KG,KES,WFP,115.4611,0.2444,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-04-21,Weekly,112,KG,KES,WFP,123.3907,-0.6134,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-05-21,Weekly,100,KG,KES,WFP,101.5938,-0.0858,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-06-21,Weekly,120,KG,KES,WFP,149.323,-1.579,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-07-21,Weekly,120,KG,KES,WFP,127.1008,-0.3824,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-08-21,Weekly,105,KG,KES,WFP,104.8907,0.0059,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-09-21,Weekly,120,KG,KES,WFP,107.3907,0.679,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-11-21,Weekly,100,KG,KES,WFP,123.7674,-1.2799,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-01-22,Weekly,100,KG,KES,WFP,111.8204,-0.6365,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-02-22,Weekly,110.769235,KG,KES,WFP,114.3043,-0.1904,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-01-23,Weekly,142.5,KG,KES,WFP,120.2265,1.1994,Alert,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-02-23,Weekly,131.666669,KG,KES,WFP,122.7105,0.4823,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-03-23,Weekly,120,KG,KES,WFP,132.2735,-0.6609,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-05-23,Weekly,120,KG,KES,WFP,118.4062,0.0858,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-06-23,Weekly,200,KG,KES,WFP,166.1354,1.8236,Alert,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-07-23,Weekly,165.416635,KG,KES,WFP,143.9132,1.0458,Alert,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-08-23,Weekly,180,KG,KES,WFP,141.3656,1.7999,Alert,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-09-23,Weekly,180,KG,KES,WFP,143.0322,1.7222,Alert,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-11-23,Weekly,200,KG,KES,WFP,140.5798,3.1998,Crisis,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-03-24,Weekly,155,KG,KES,WFP,140.6796,0.7712,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-04-24,Weekly,160,KG,KES,WFP,148.6093,0.6134,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-06-24,Weekly,170,KG,KES,WFP,174.5416,-0.2446,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-07-24,Weekly,140,KG,KES,WFP,152.3194,-0.6634,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-08-24,Weekly,130,KG,KES,WFP,130.1093,-0.0059,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-09-24,Weekly,120,KG,KES,WFP,132.6093,-0.679,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-10-24,Weekly,130,KG,KES,WFP,130,0,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-11-24,Weekly,113.3333,KG,KES,WFP,148.986,-1.9199,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-12-24,Weekly,110,KG,KES,WFP,110,0,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-01-25,Weekly,130,KG,KES,WFP,137.0389,-0.379,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-02-25,Weekly,120,KG,KES,WFP,139.5229,-1.0513,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-03-25,Weekly,142.5,KG,KES,WFP,150.2942,-0.3631,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-05-25,Weekly,130,KG,KES,WFP,134.3904,-0.2075,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-06-25,Weekly,130,KG,KES,WFP,168.0084,-1.7084,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-07-25,Weekly,140,KG,KES,WFP,153.5277,-0.6122,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-08-25,Weekly,100,KG,KES,WFP,138.6755,-1.6748,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-09-25,Weekly,93.3333,KG,KES,WFP,135.9194,-1.7565,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-11-25,Weekly,100,KG,KES,WFP,134.1416,-1.3763,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-12-25,Weekly,91.2903,KG,KES,WFP,134.1416,-1.3763,Normal,Forecast,121.2053,61.3753,"AR(1),I(1),MA(3)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-01-26,Weekly,93.2102,KG,KES,WFP,134.1416,-1.3763,Normal,Forecast,123.1252,63.2952,"AR(1),I(1),MA(3)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-02-26,Weekly,94.1053,KG,KES,WFP,134.1416,-1.3763,Normal,Forecast,124.0203,64.1903,"AR(1),I(1),MA(3)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-03-26,Weekly,94.2683,KG,KES,WFP,134.1416,-1.3763,Normal,Forecast,124.1833,64.3533,"AR(1),I(1),MA(3)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-04-26,Weekly,93.9082,KG,KES,WFP,134.1416,-1.3763,Normal,Forecast,123.8232,63.9932,"AR(1),I(1),MA(3)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Beans (dry),Retail,15-05-26,Weekly,93.1745,KG,KES,WFP,134.1416,-1.3763,Normal,Forecast,123.0895,63.2595,"AR(1),I(1),MA(3)"
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Kale,Retail,15-01-21,Weekly,20,Bunch,KES,WFP,,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Kale,Retail,15-12-23,Monthly,120,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Kale,Retail,15-03-24,Monthly,103,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Kale,Retail,15-12-24,Monthly,70,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Kale,Retail,15-03-25,Monthly,50,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Kale,Retail,15-06-25,Monthly,93,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Kale,Retail,15-09-25,Monthly,83,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Maize,Retail,15-01-21,Weekly,45,KG,KES,WFP,,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Kalobeyei (Village 3),Maize,Retail,15-02-21,Weekly,37.5,KG,KES,WFP,,,,Aggregated,,,
