admin_1,admin_2,market_name,commodity,price_type,price_date,price,unit,year_month
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2024-12-15,75.0,KG,2024-12
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2025-02-15,85.0,KG,2025-02
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2025-03-15,85.0,KG,2025-03
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2025-06-15,95.0,KG,2025-06
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2025-08-15,83.3333,KG,2025-08
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2025-09-15,92.5,KG,2025-09
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2025-10-15,82.5,KG,2025-10
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2025-11-15,80.555555,KG,2025-11
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2025-12-15,85.2973,KG,2025-12
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2026-01-15,83.3053,KG,2026-01
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2026-02-15,83.7996,KG,2026-02
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2026-03-15,81.2919,KG,2026-03
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2026-04-15,81.7833,KG,2026-04
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2026-05-15,79.5271,KG,2026-05
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour (white),Retail,2024-09-15,77.0,KG,2024-09
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour (white),Retail,2024-12-15,69.0,KG,2024-12
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour (white),Retail,2025-09-15,80.0,KG,2025-09
Rift Valley,Turkana,Ethiopia (Kakuma),"Oil (vegetable, fortified)",Retail,2024-09-15,250.0,L,2024-09
Rift Valley,Turkana,Ethiopia (Kakuma),"Oil (vegetable, fortified)",Retail,2024-12-15,274.0,L,2024-12
Rift Valley,Turkana,Ethiopia (Kakuma),"Oil (vegetable, fortified)",Retail,2025-09-15,292.0,L,2025-09
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2021-02-15,218.75,L,2021-02
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2021-03-15,180.0,L,2021-03
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2021-04-15,208.289475,L,2021-04
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2021-05-15,200.0,L,2021-05
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2021-06-15,214.411767,L,2021-06
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2021-07-15,225.294123,L,2021-07
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2021-08-15,225.0,L,2021-08
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2021-09-15,229.93332,L,2021-09
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2021-10-15,250.0,L,2021-10
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2021-12-15,285.0,L,2021-12
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2022-01-15,270.937503,L,2022-01
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2022-02-15,246.538463,L,2022-02
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2023-01-15,262.5,L,2023-01
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2023-02-15,286.6667,L,2023-02
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2023-04-15,280.0,L,2023-04
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2023-05-15,300.0,L,2023-05
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2023-06-15,250.0,L,2023-06
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2023-07-15,293.750005,L,2023-07
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2023-08-15,250.0,L,2023-08
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2023-09-15,250.0,L,2023-09
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2023-10-15,280.0,L,2023-10
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2023-11-15,277.083332,L,2023-11
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2023-12-15,300.0,L,2023-12
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2024-02-15,300.0,L,2024-02
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2024-03-15,250.0,L,2024-03
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2024-04-15,275.0,L,2024-04
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2024-05-15,279.16665,L,2024-05
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2024-07-15,250.0,L,2024-07
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2024-08-15,275.0,L,2024-08
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2024-09-15,275.0,L,2024-09
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2024-10-15,276.6667,L,2024-10
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2024-11-15,316.6667,L,2024-11
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2024-12-15,300.0,L,2024-12
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2025-02-15,325.0,L,2025-02
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2025-03-15,300.0,L,2025-03
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2025-06-15,300.0,L,2025-06
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2025-08-15,266.6667,L,2025-08
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2025-09-15,283.3333,L,2025-09
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2025-10-15,291.6667,L,2025-10
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2025-11-15,259.259259,L,2025-11
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2025-12-15,268.5566,L,2025-12
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2026-01-15,267.5422,L,2026-01
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2026-02-15,266.8949,L,2026-02
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2026-03-15,266.179,L,2026-03
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2026-04-15,265.7057,L,2026-04
Rift Valley,Turkana,Ethiopia (Kakuma),Oil (vegetable),Retail,2026-05-15,265.1996,L,2026-05
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2021-02-15,91.25,KG,2021-02
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2021-03-15,98.666666,KG,2021-03
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2021-04-15,100.0,KG,2021-04
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2021-05-15,101.944444,KG,2021-05
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2021-06-15,102.941169,KG,2021-06
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2021-07-15,107.647055,KG,2021-07
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2021-08-15,99.666666,KG,2021-08
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2021-09-15,102.8,KG,2021-09
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2021-10-15,109.333312,KG,2021-10
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2021-12-15,120.0,KG,2021-12
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2022-01-15,93.749996,KG,2022-01
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2022-02-15,130.769235,KG,2022-02
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2023-01-15,142.5,KG,2023-01
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2023-02-15,130.0,KG,2023-02
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2023-04-15,130.0,KG,2023-04
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2023-05-15,130.0,KG,2023-05
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2023-06-15,100.0,KG,2023-06
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2023-07-15,141.875002,KG,2023-07
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2023-08-15,120.0,KG,2023-08
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2023-09-15,210.0,KG,2023-09
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2023-10-15,180.0,KG,2023-10
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2023-11-15,174.166664,KG,2023-11
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2023-12-15,153.3333,KG,2023-12
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2024-02-15,150.0,KG,2024-02
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2024-03-15,200.0,KG,2024-03
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2024-04-15,210.0,KG,2024-04
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2024-05-15,165.83335,KG,2024-05
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2024-07-15,100.0,KG,2024-07
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2024-08-15,125.0,KG,2024-08
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2024-09-15,110.0,KG,2024-09
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2024-10-15,146.6667,KG,2024-10
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2024-11-15,143.3333,KG,2024-11
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2024-12-15,90.0,KG,2024-12
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2025-02-15,150.0,KG,2025-02
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2025-03-15,125.0,KG,2025-03
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2025-06-15,120.0,KG,2025-06
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2025-08-15,103.3333,KG,2025-08
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2025-09-15,133.3333,KG,2025-09
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2025-10-15,116.0,KG,2025-10
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2025-11-15,116.518544,KG,2025-11
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2025-12-15,136.591,KG,2025-12
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2026-01-15,128.9066,KG,2026-01
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2026-02-15,129.8394,KG,2026-02
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2026-03-15,129.7262,KG,2026-03
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2026-04-15,129.7399,KG,2026-04
Rift Valley,Turkana,Ethiopia (Kakuma),Rice,Retail,2026-05-15,129.7383,KG,2026-05
Eastern,Isiolo,Garbatulla,Beans,Retail,2023-12-15,170.0,KG,2023-12
Eastern,Isiolo,Garbatulla,Beans,Retail,2024-03-15,196.0,KG,2024-03
Eastern,Isiolo,Garbatulla,Beans,Retail,2024-06-15,155.0,KG,2024-06
Eastern,Isiolo,Garbatulla,Beans,Retail,2024-09-15,150.0,KG,2024-09
Eastern,Isiolo,Garbatulla,Kale,Retail,2024-03-15,80.0,KG,2024-03
Eastern,Isiolo,Garbatulla,"Maize (white, dry)",Retail,2024-06-15,100.0,KG,2024-06
Eastern,Isiolo,Garbatulla,"Maize (white, dry)",Retail,2024-09-15,73.0,KG,2024-09
Eastern,Isiolo,Garbatulla,Maize flour (white),Retail,2023-12-15,108.0,KG,2023-12
Eastern,Isiolo,Garbatulla,Maize flour (white),Retail,2024-03-15,117.0,KG,2024-03
Eastern,Isiolo,Garbatulla,Maize flour (white),Retail,2024-06-15,100.0,KG,2024-06
Eastern,Isiolo,Garbatulla,Maize flour (white),Retail,2024-09-15,80.0,KG,2024-09
Eastern,Isiolo,Garbatulla,Maize flour (white),Retail,2024-12-15,90.0,KG,2024-12
Eastern,Isiolo,Garbatulla,"Oil (vegetable, fortified)",Retail,2023-12-15,280.0,L,2023-12
Eastern,Isiolo,Garbatulla,"Oil (vegetable, fortified)",Retail,2024-03-15,293.0,L,2024-03
Eastern,Isiolo,Garbatulla,"Oil (vegetable, fortified)",Retail,2024-06-15,280.0,L,2024-06
Eastern,Isiolo,Garbatulla,"Oil (vegetable, fortified)",Retail,2024-09-15,272.0,L,2024-09
Eastern,Isiolo,Garbatulla,"Oil (vegetable, fortified)",Retail,2024-12-15,320.0,L,2024-12
North Eastern,Garissa,Garissa,Beans,Retail,2023-12-15,170.0,KG,2023-12
North Eastern,Garissa,Garissa,Beans,Retail,2024-03-15,200.0,KG,2024-03
North Eastern,Garissa,Garissa,Beans,Retail,2024-06-15,200.0,KG,2024-06
North Eastern,Garissa,Garissa,Kale,Retail,2024-06-15,100.0,KG,2024-06
North Eastern,Garissa,Garissa,"Maize (white, dry)",Retail,2023-12-15,100.0,KG,2023-12
North Eastern,Garissa,Garissa,"Maize (white, dry)",Retail,2024-03-15,100.0,KG,2024-03
North Eastern,Garissa,Garissa,"Maize (white, dry)",Retail,2024-06-15,125.0,KG,2024-06
North Eastern,Garissa,Garissa,Maize (white),Retail,2020-04-15,68.0,KG,2020-04
North Eastern,Garissa,Garissa,Maize (white),Retail,2020-05-15,68.0,KG,2020-05
North Eastern,Garissa,Garissa,Maize (white),Retail,2020-06-15,68.0,KG,2020-06
North Eastern,Garissa,Garissa,Maize (white),Retail,2020-07-15,68.0,KG,2020-07
North Eastern,Garissa,Garissa,Maize (white),Retail,2020-08-15,68.0,KG,2020-08
North Eastern,Garissa,Garissa,Maize (white),Retail,2020-09-15,70.0,KG,2020-09
North Eastern,Garissa,Garissa,Maize (white),Retail,2020-10-15,70.0,KG,2020-10
North Eastern,Garissa,Garissa,Maize (white),Retail,2020-11-15,70.0,KG,2020-11
North Eastern,Garissa,Garissa,Maize (white),Retail,2020-12-15,70.0,KG,2020-12
North Eastern,Garissa,Garissa,Maize (white),Retail,2021-01-15,68.2381,KG,2021-01
North Eastern,Garissa,Garissa,Maize (white),Retail,2021-02-15,67.8717,KG,2021-02
North Eastern,Garissa,Garissa,Maize (white),Retail,2021-03-15,67.53,KG,2021-03
North Eastern,Garissa,Garissa,Maize (white),Retail,2021-04-15,67.2114,KG,2021-04
North Eastern,Garissa,Garissa,Maize (white),Retail,2021-05-15,66.9143,KG,2021-05
North Eastern,Garissa,Garissa,Maize (white),Retail,2021-06-15,66.6373,KG,2021-06
North Eastern,Garissa,Garissa,Maize flour (white),Retail,2023-12-15,105.0,KG,2023-12
North Eastern,Garissa,Garissa,Maize flour (white),Retail,2024-03-15,100.0,KG,2024-03
North Eastern,Garissa,Garissa,Maize flour (white),Retail,2024-06-15,130.0,KG,2024-06
North Eastern,Garissa,Garissa,"Oil (vegetable, fortified)",Retail,2023-12-15,293.0,L,2023-12
North Eastern,Garissa,Garissa,"Oil (vegetable, fortified)",Retail,2024-03-15,300.0,L,2024-03
North Eastern,Garissa,Garissa,"Oil (vegetable, fortified)",Retail,2024-06-15,290.0,L,2024-06
North Eastern,Garissa,Garissa town (Garissa),Beans (dry),Retail,2021-03-15,123.3333,KG,2021-03
North Eastern,Garissa,Garissa town (Garissa),Beans (dry),Retail,2021-06-15,121.0,KG,2021-06
North Eastern,Garissa,Garissa town (Garissa),Beans (dry),Retail,2021-07-15,106.0,KG,2021-07
North Eastern,Garissa,Garissa town (Garissa),Beans (dry),Retail,2021-08-15,112.0,KG,2021-08
North Eastern,Garissa,Garissa town (Garissa),Beans (dry),Retail,2021-09-15,116.25,KG,2021-09
North Eastern,Garissa,Garissa town (Garissa),Beans (dry),Retail,2021-10-15,120.0,KG,2021-10
North Eastern,Garissa,Garissa town (Garissa),Beans (dry),Retail,2021-12-15,123.3333,KG,2021-12
North Eastern,Garissa,Garissa town (Garissa),Beans (dry),Retail,2022-01-15,119.0,KG,2022-01
North Eastern,Garissa,Garissa town (Garissa),Beans (dry),Retail,2022-02-15,119.0,KG,2022-02
North Eastern,Garissa,Garissa town (Garissa),Maize,Retail,2021-03-15,62.0,KG,2021-03
North Eastern,Garissa,Garissa town (Garissa),Maize,Retail,2021-06-15,71.66665,KG,2021-06
North Eastern,Garissa,Garissa town (Garissa),Maize,Retail,2021-07-15,66.6666,KG,2021-07
North Eastern,Garissa,Garissa town (Garissa),Maize,Retail,2021-08-15,66.0,KG,2021-08
North Eastern,Garissa,Garissa town (Garissa),Maize,Retail,2021-09-15,61.6666,KG,2021-09
North Eastern,Garissa,Garissa town (Garissa),Maize,Retail,2021-10-15,70.0,KG,2021-10
North Eastern,Garissa,Garissa town (Garissa),Maize,Retail,2021-12-15,73.3333,KG,2021-12
North Eastern,Garissa,Garissa town (Garissa),Maize,Retail,2022-01-15,68.75,KG,2022-01
North Eastern,Garissa,Garissa town (Garissa),Maize,Retail,2022-02-15,68.75,KG,2022-02
North Eastern,Garissa,Garissa town (Garissa),Maize flour,Retail,2021-03-15,70.0,KG,2021-03
North Eastern,Garissa,Garissa town (Garissa),Maize flour,Retail,2021-06-15,70.0,KG,2021-06
North Eastern,Garissa,Garissa town (Garissa),Maize flour,Retail,2021-07-15,70.0,KG,2021-07
North Eastern,Garissa,Garissa town (Garissa),Maize flour,Retail,2021-08-15,70.0,KG,2021-08
North Eastern,Garissa,Garissa town (Garissa),Maize flour,Retail,2021-09-15,70.0,KG,2021-09
North Eastern,Garissa,Garissa town (Garissa),Maize flour,Retail,2021-10-15,70.0,KG,2021-10
North Eastern,Garissa,Garissa town (Garissa),Maize flour,Retail,2021-12-15,70.0,KG,2021-12
North Eastern,Garissa,Garissa town (Garissa),Maize flour,Retail,2022-01-15,70.0,KG,2022-01
North Eastern,Garissa,Garissa town (Garissa),Maize flour,Retail,2022-02-15,70.0,KG,2022-02
North Eastern,Garissa,Garissa town (Garissa),Oil (vegetable),Retail,2021-03-15,200.0,L,2021-03
North Eastern,Garissa,Garissa town (Garissa),Oil (vegetable),Retail,2021-06-15,200.0,L,2021-06
North Eastern,Garissa,Garissa town (Garissa),Oil (vegetable),Retail,2021-07-15,200.0,L,2021-07
North Eastern,Garissa,Garissa town (Garissa),Oil (vegetable),Retail,2021-08-15,200.0,L,2021-08
North Eastern,Garissa,Garissa town (Garissa),Oil (vegetable),Retail,2021-09-15,200.0,L,2021-09
North Eastern,Garissa,Garissa town (Garissa),Oil (vegetable),Retail,2021-10-15,200.0,L,2021-10
North Eastern,Garissa,Garissa town (Garissa),Oil (vegetable),Retail,2021-12-15,200.0,L,2021-12
North Eastern,Garissa,Garissa town (Garissa),Oil (vegetable),Retail,2022-01-15,198.3333,L,2022-01
North Eastern,Garissa,Garissa town (Garissa),Oil (vegetable),Retail,2022-02-15,198.3333,L,2022-02
North Eastern,Garissa,Garissa town (Garissa),Rice,Retail,2021-03-15,82.5,KG,2021-03
North Eastern,Garissa,Garissa town (Garissa),Rice,Retail,2021-06-15,80.0,KG,2021-06
North Eastern,Garissa,Garissa town (Garissa),Rice,Retail,2021-07-15,78.3333,KG,2021-07
North Eastern,Garissa,Garissa town (Garissa),Rice,Retail,2021-08-15,80.0,KG,2021-08
North Eastern,Garissa,Garissa town (Garissa),Rice,Retail,2021-09-15,80.0,KG,2021-09
North Eastern,Garissa,Garissa town (Garissa),Rice,Retail,2021-10-15,76.6666,KG,2021-10
North Eastern,Garissa,Garissa town (Garissa),Rice,Retail,2021-12-15,80.0,KG,2021-12
North Eastern,Garissa,Garissa town (Garissa),Rice,Retail,2022-01-15,86.6666,KG,2022-01
North Eastern,Garissa,Garissa town (Garissa),Rice,Retail,2022-02-15,86.6666,KG,2022-02
Coast,Tana River,Garsen,Beans,Retail,2023-12-15,179.0,KG,2023-12
Coast,Tana River,Garsen,Beans,Retail,2024-03-15,179.0,KG,2024-03
Coast,Tana River,Garsen,Beans,Retail,2024-06-15,160.0,KG,2024-06
Coast,Tana River,Garsen,Beans,Retail,2024-09-15,150.5,KG,2024-09
Coast,Tana River,Garsen,Beans,Retail,2025-03-15,161.5,KG,2025-03
Coast,Tana River,Garsen,Kale,Retail,2023-12-15,78.0,KG,2023-12
Coast,Tana River,Garsen,Kale,Retail,2024-03-15,60.0,KG,2024-03
Coast,Tana River,Garsen,Kale,Retail,2024-09-15,70.0,KG,2024-09
Coast,Tana River,Garsen,"Maize (white, dry)",Retail,2023-12-15,83.0,KG,2023-12
Coast,Tana River,Garsen,"Maize (white, dry)",Retail,2024-03-15,100.0,KG,2024-03
Coast,Tana River,Garsen,"Maize (white, dry)",Retail,2024-09-15,86.5,KG,2024-09
Coast,Tana River,Garsen,Maize flour (white),Retail,2023-12-15,77.0,KG,2023-12
Coast,Tana River,Garsen,Maize flour (white),Retail,2024-03-15,79.0,KG,2024-03
Coast,Tana River,Garsen,Maize flour (white),Retail,2024-09-15,66.0,KG,2024-09
Coast,Tana River,Garsen,Maize flour (white),Retail,2024-12-15,80.0,KG,2024-12
Coast,Tana River,Garsen,Maize flour (white),Retail,2025-03-15,84.0,KG,2025-03
Coast,Tana River,Garsen,"Oil (vegetable, fortified)",Retail,2023-12-15,298.0,L,2023-12
Coast,Tana River,Garsen,"Oil (vegetable, fortified)",Retail,2024-03-15,248.0,L,2024-03
Coast,Tana River,Garsen,"Oil (vegetable, fortified)",Retail,2024-09-15,299.0,L,2024-09
Coast,Tana River,Garsen,"Oil (vegetable, fortified)",Retail,2024-12-15,243.5,L,2024-12
Coast,Tana River,Garsen,"Oil (vegetable, fortified)",Retail,2025-03-15,232.5,L,2025-03
North Eastern,Wajir,Griftu,Beans,Retail,2023-12-15,215.0,KG,2023-12
North Eastern,Wajir,Griftu,Beans,Retail,2024-03-15,187.0,KG,2024-03
North Eastern,Wajir,Griftu,Beans,Retail,2024-06-15,156.0,KG,2024-06
North Eastern,Wajir,Griftu,Beans,Retail,2024-09-15,130.0,KG,2024-09
North Eastern,Wajir,Griftu,Beans,Retail,2025-03-15,133.0,KG,2025-03
North Eastern,Wajir,Griftu,Beans,Retail,2025-09-15,157.0,KG,2025-09
North Eastern,Wajir,Griftu,Kale,Retail,2023-12-15,100.0,KG,2023-12
North Eastern,Wajir,Griftu,Kale,Retail,2024-03-15,111.0,KG,2024-03
North Eastern,Wajir,Griftu,Kale,Retail,2024-06-15,110.0,KG,2024-06
North Eastern,Wajir,Griftu,Kale,Retail,2024-09-15,70.0,KG,2024-09
North Eastern,Wajir,Griftu,Kale,Retail,2024-12-15,120.0,KG,2024-12
North Eastern,Wajir,Griftu,"Maize (white, dry)",Retail,2023-12-15,103.0,KG,2023-12
North Eastern,Wajir,Griftu,"Maize (white, dry)",Retail,2024-03-15,111.0,KG,2024-03
North Eastern,Wajir,Griftu,"Maize (white, dry)",Retail,2024-06-15,103.0,KG,2024-06
North Eastern,Wajir,Griftu,"Maize (white, dry)",Retail,2024-09-15,70.0,KG,2024-09
North Eastern,Wajir,Griftu,"Maize (white, dry)",Retail,2025-03-15,65.0,KG,2025-03
North Eastern,Wajir,Griftu,"Maize (white, dry)",Retail,2025-09-15,63.0,KG,2025-09
North Eastern,Wajir,Griftu,Maize flour (white),Retail,2023-12-15,142.0,KG,2023-12
North Eastern,Wajir,Griftu,Maize flour (white),Retail,2024-03-15,114.0,KG,2024-03
North Eastern,Wajir,Griftu,Maize flour (white),Retail,2024-06-15,108.0,KG,2024-06
North Eastern,Wajir,Griftu,Maize flour (white),Retail,2024-09-15,100.0,KG,2024-09
North Eastern,Wajir,Griftu,Maize flour (white),Retail,2024-12-15,99.5,KG,2024-12
North Eastern,Wajir,Griftu,Maize flour (white),Retail,2025-03-15,100.0,KG,2025-03
North Eastern,Wajir,Griftu,Maize flour (white),Retail,2025-09-15,100.0,KG,2025-09
North Eastern,Wajir,Griftu,"Oil (vegetable, fortified)",Retail,2023-12-15,323.0,L,2023-12
North Eastern,Wajir,Griftu,"Oil (vegetable, fortified)",Retail,2024-03-15,336.0,L,2024-03
North Eastern,Wajir,Griftu,"Oil (vegetable, fortified)",Retail,2024-06-15,334.0,L,2024-06
North Eastern,Wajir,Griftu,"Oil (vegetable, fortified)",Retail,2024-09-15,300.0,L,2024-09
North Eastern,Wajir,Griftu,"Oil (vegetable, fortified)",Retail,2024-12-15,321.0,L,2024-12
North Eastern,Wajir,Griftu,"Oil (vegetable, fortified)",Retail,2025-03-15,300.0,L,2025-03
North Eastern,Wajir,Griftu,"Oil (vegetable, fortified)",Retail,2025-09-15,387.0,L,2025-09
North Eastern,Wajir,Habaswein,Beans,Retail,2024-03-15,192.0,KG,2024-03
North Eastern,Wajir,Habaswein,Beans,Retail,2024-06-15,150.0,KG,2024-06
North Eastern,Wajir,Habaswein,Beans,Retail,2024-09-15,163.0,KG,2024-09
North Eastern,Wajir,Habaswein,Kale,Retail,2024-03-15,133.0,KG,2024-03
North Eastern,Wajir,Habaswein,Kale,Retail,2024-06-15,88.0,KG,2024-06
North Eastern,Wajir,Habaswein,Kale,Retail,2024-09-15,100.0,KG,2024-09
North Eastern,Wajir,Habaswein,Kale,Retail,2024-12-15,80.0,KG,2024-12
North Eastern,Wajir,Habaswein,"Maize (white, dry)",Retail,2024-03-15,125.0,KG,2024-03
North Eastern,Wajir,Habaswein,"Maize (white, dry)",Retail,2024-06-15,95.0,KG,2024-06
North Eastern,Wajir,Habaswein,"Maize (white, dry)",Retail,2024-09-15,80.0,KG,2024-09
North Eastern,Wajir,Habaswein,Maize flour (white),Retail,2024-03-15,108.0,KG,2024-03
North Eastern,Wajir,Habaswein,Maize flour (white),Retail,2024-06-15,102.0,KG,2024-06
North Eastern,Wajir,Habaswein,Maize flour (white),Retail,2024-09-15,133.0,KG,2024-09
North Eastern,Wajir,Habaswein,Maize flour (white),Retail,2024-12-15,100.0,KG,2024-12
North Eastern,Wajir,Habaswein,"Oil (vegetable, fortified)",Retail,2024-03-15,310.0,L,2024-03
North Eastern,Wajir,Habaswein,"Oil (vegetable, fortified)",Retail,2024-06-15,314.0,L,2024-06
North Eastern,Wajir,Habaswein,"Oil (vegetable, fortified)",Retail,2024-09-15,353.0,L,2024-09
North Eastern,Wajir,Habaswein,"Oil (vegetable, fortified)",Retail,2024-12-15,300.0,L,2024-12
North Eastern,Wajir,Hadado,Beans,Retail,2024-03-15,200.0,KG,2024-03
North Eastern,Wajir,Hadado,Beans,Retail,2024-06-15,183.0,KG,2024-06
