admin_1,admin_2,market_name,commodity,price_type,price_date,price,unit,year_month
Rift Valley,Turkana,Kalobeyei (Village 1),Rice,Retail,2025-06-15,113.3333,KG,2025-06
Rift Valley,Turkana,Kalobeyei (Village 1),Rice,Retail,2025-07-15,128.0,KG,2025-07
Rift Valley,Turkana,Kalobeyei (Village 1),Rice,Retail,2025-08-15,113.3333,KG,2025-08
Rift Valley,Turkana,Kalobeyei (Village 1),Rice,Retail,2025-09-15,106.6667,KG,2025-09
Rift Valley,Turkana,Kalobeyei (Village 1),Rice,Retail,2025-10-15,108.5714,KG,2025-10
Rift Valley,Turkana,Kalobeyei (Village 1),Rice,Retail,2025-11-15,112.2751,KG,2025-11
Rift Valley,Turkana,Kalobeyei (Village 1),Rice,Retail,2025-12-15,111.5474,KG,2025-12
Rift Valley,Turkana,Kalobeyei (Village 1),Rice,Retail,2026-01-15,111.7715,KG,2026-01
Rift Valley,Turkana,Kalobeyei (Village 1),Rice,Retail,2026-02-15,111.9741,KG,2026-02
Rift Valley,Turkana,Kalobeyei (Village 1),Rice,Retail,2026-03-15,112.1531,KG,2026-03
Rift Valley,Turkana,Kalobeyei (Village 1),Rice,Retail,2026-04-15,112.3118,KG,2026-04
Rift Valley,Turkana,Kalobeyei (Village 1),Rice,Retail,2026-05-15,112.4523,KG,2026-05
Rift Valley,Turkana,Kalobeyei (Village 2),Beans,Retail,2023-12-15,202.0,KG,2023-12
Rift Valley,Turkana,Kalobeyei (Village 2),Beans,Retail,2024-03-15,196.0,KG,2024-03
Rift Valley,Turkana,Kalobeyei (Village 2),Beans,Retail,2024-06-15,147.0,KG,2024-06
Rift Valley,Turkana,Kalobeyei (Village 2),Beans,Retail,2024-09-15,117.0,KG,2024-09
Rift Valley,Turkana,Kalobeyei (Village 2),Beans,Retail,2025-03-15,120.0,KG,2025-03
Rift Valley,Turkana,Kalobeyei (Village 2),Beans,Retail,2025-06-15,120.0,KG,2025-06
Rift Valley,Turkana,Kalobeyei (Village 2),Beans,Retail,2025-09-15,120.0,KG,2025-09
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2021-01-15,105.0,KG,2021-01
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2021-02-15,113.333325,KG,2021-02
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2021-03-15,111.249998,KG,2021-03
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2021-04-15,112.888872,KG,2021-04
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2021-05-15,102.22222,KG,2021-05
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2021-06-15,115.749999,KG,2021-06
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2021-07-15,112.647036,KG,2021-07
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2021-08-15,103.484845,KG,2021-08
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2021-09-15,115.0,KG,2021-09
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2021-10-15,106.666666,KG,2021-10
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2021-11-15,117.5,KG,2021-11
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2021-12-15,100.0,KG,2021-12
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2022-01-15,114.0,KG,2022-01
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2022-02-15,105.384617,KG,2022-02
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2023-01-15,140.83335,KG,2023-01
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2023-02-15,146.11111,KG,2023-02
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2023-03-15,150.0,KG,2023-03
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2023-05-15,155.0,KG,2023-05
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2023-06-15,190.0,KG,2023-06
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2023-07-15,198.125001,KG,2023-07
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2023-08-15,185.0,KG,2023-08
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2023-09-15,193.3333,KG,2023-09
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2023-11-15,180.909096,KG,2023-11
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2023-12-15,179.000004,KG,2023-12
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2024-01-15,215.0,KG,2024-01
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2024-03-15,210.0,KG,2024-03
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2024-04-15,160.0,KG,2024-04
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2024-05-15,160.0,KG,2024-05
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2024-06-15,145.0,KG,2024-06
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2024-07-15,130.0,KG,2024-07
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2024-08-15,130.0,KG,2024-08
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2024-09-15,160.0,KG,2024-09
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2024-11-15,146.6667,KG,2024-11
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2024-12-15,145.0,KG,2024-12
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2025-01-15,143.3333,KG,2025-01
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2025-02-15,166.6667,KG,2025-02
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2025-03-15,150.0,KG,2025-03
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2025-05-15,160.0,KG,2025-05
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2025-06-15,135.0,KG,2025-06
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2025-07-15,142.5,KG,2025-07
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2025-08-15,100.0,KG,2025-08
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2025-09-15,130.0,KG,2025-09
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2025-11-15,120.0,KG,2025-11
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2025-12-15,117.6854,KG,2025-12
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2026-01-15,120.2786,KG,2026-01
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2026-02-15,117.7432,KG,2026-02
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2026-03-15,119.4162,KG,2026-03
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2026-04-15,117.2673,KG,2026-04
Rift Valley,Turkana,Kalobeyei (Village 2),Beans (dry),Retail,2026-05-15,118.7973,KG,2026-05
Rift Valley,Turkana,Kalobeyei (Village 2),Kale,Retail,2021-01-15,20.0,Bunch,2021-01
Rift Valley,Turkana,Kalobeyei (Village 2),Kale,Retail,2024-03-15,95.0,KG,2024-03
Rift Valley,Turkana,Kalobeyei (Village 2),Kale,Retail,2024-12-15,50.0,KG,2024-12
Rift Valley,Turkana,Kalobeyei (Village 2),Kale,Retail,2025-03-15,100.0,KG,2025-03
Rift Valley,Turkana,Kalobeyei (Village 2),Kale,Retail,2025-06-15,67.0,KG,2025-06
Rift Valley,Turkana,Kalobeyei (Village 2),Kale,Retail,2025-09-15,67.0,KG,2025-09
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2021-01-15,45.0,KG,2021-01
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2021-02-15,47.083325,KG,2021-02
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2021-03-15,37.708332,KG,2021-03
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2021-04-15,40.983333,KG,2021-04
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2021-05-15,39.333333,KG,2021-05
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2021-06-15,35.499997,KG,2021-06
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2021-07-15,43.823518,KG,2021-07
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2021-08-15,43.916654,KG,2021-08
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2021-09-15,37.833333,KG,2021-09
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2021-10-15,35.333333,KG,2021-10
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2021-11-15,47.5,KG,2021-11
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2021-12-15,40.0,KG,2021-12
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2022-01-15,50.0,KG,2022-01
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2022-02-15,47.307691,KG,2022-02
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2023-01-15,73.33335,KG,2023-01
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2023-02-15,67.22222,KG,2023-02
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2023-03-15,75.0,KG,2023-03
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2023-05-15,92.5,KG,2023-05
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2023-06-15,75.0,KG,2023-06
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2023-07-15,93.125001,KG,2023-07
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2023-08-15,80.0,KG,2023-08
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2023-09-15,76.6667,KG,2023-09
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2023-11-15,72.727277,KG,2023-11
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2023-12-15,60.0,KG,2023-12
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2024-01-15,66.6667,KG,2024-01
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2024-03-15,75.0,KG,2024-03
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2024-04-15,70.0,KG,2024-04
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2024-05-15,60.0,KG,2024-05
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2024-06-15,50.0,KG,2024-06
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2024-07-15,50.0,KG,2024-07
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2024-08-15,50.0,KG,2024-08
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2024-09-15,55.0,KG,2024-09
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2024-11-15,50.0,KG,2024-11
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2024-12-15,55.5,KG,2024-12
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2025-01-15,43.3333,KG,2025-01
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2025-02-15,50.0,KG,2025-02
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2025-03-15,60.0,KG,2025-03
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2025-05-15,60.0,KG,2025-05
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2025-06-15,60.0,KG,2025-06
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2025-07-15,57.5,KG,2025-07
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2025-08-15,70.0,KG,2025-08
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2025-09-15,56.6667,KG,2025-09
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2025-11-15,65.0,KG,2025-11
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2025-12-15,58.9304,KG,2025-12
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2026-01-15,57.6973,KG,2026-01
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2026-02-15,57.1544,KG,2026-02
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2026-03-15,56.3111,KG,2026-03
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2026-04-15,55.5985,KG,2026-04
Rift Valley,Turkana,Kalobeyei (Village 2),Maize,Retail,2026-05-15,54.829,KG,2026-05
Rift Valley,Turkana,Kalobeyei (Village 2),"Maize (white, dry)",Retail,2023-12-15,81.0,KG,2023-12
Rift Valley,Turkana,Kalobeyei (Village 2),"Maize (white, dry)",Retail,2024-03-15,62.0,KG,2024-03
Rift Valley,Turkana,Kalobeyei (Village 2),"Maize (white, dry)",Retail,2024-06-15,60.0,KG,2024-06
Rift Valley,Turkana,Kalobeyei (Village 2),"Maize (white, dry)",Retail,2024-09-15,50.0,KG,2024-09
Rift Valley,Turkana,Kalobeyei (Village 2),"Maize (white, dry)",Retail,2025-03-15,73.0,KG,2025-03
Rift Valley,Turkana,Kalobeyei (Village 2),"Maize (white, dry)",Retail,2025-06-15,73.0,KG,2025-06
Rift Valley,Turkana,Kalobeyei (Village 2),"Maize (white, dry)",Retail,2025-09-15,50.0,KG,2025-09
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2021-01-15,70.0,KG,2021-01
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2021-02-15,68.333325,KG,2021-02
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2021-03-15,63.541666,KG,2021-03
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2021-04-15,67.722207,KG,2021-04
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2021-05-15,61.11111,KG,2021-05
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2021-06-15,68.500001,KG,2021-06
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2021-07-15,65.588211,KG,2021-07
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2021-08-15,64.54544,KG,2021-08
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2021-09-15,63.333333,KG,2021-09
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2021-10-15,63.333333,KG,2021-10
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2021-11-15,67.5,KG,2021-11
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2021-12-15,55.0,KG,2021-12
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2022-01-15,70.0,KG,2022-01
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2022-02-15,60.0,KG,2022-02
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2023-01-15,105.0,KG,2023-01
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2023-02-15,98.33333,KG,2023-02
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2023-03-15,110.0,KG,2023-03
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2023-05-15,115.0,KG,2023-05
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2023-06-15,110.0,KG,2023-06
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2023-07-15,115.0,KG,2023-07
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2023-08-15,115.0,KG,2023-08
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2023-09-15,103.3333,KG,2023-09
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2023-11-15,101.81818,KG,2023-11
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2023-12-15,101.499998,KG,2023-12
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2024-01-15,100.0,KG,2024-01
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2024-03-15,105.0,KG,2024-03
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2024-04-15,100.0,KG,2024-04
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2024-05-15,90.0,KG,2024-05
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2024-06-15,80.0,KG,2024-06
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2024-07-15,70.0,KG,2024-07
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2024-08-15,70.0,KG,2024-08
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2024-09-15,75.0,KG,2024-09
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2024-11-15,73.3333,KG,2024-11
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2024-12-15,78.33335,KG,2024-12
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2025-01-15,76.6667,KG,2025-01
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2025-02-15,80.0,KG,2025-02
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2025-03-15,77.5,KG,2025-03
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2025-05-15,85.0,KG,2025-05
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2025-06-15,87.5,KG,2025-06
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2025-07-15,86.25,KG,2025-07
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2025-08-15,80.0,KG,2025-08
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2025-09-15,83.3333,KG,2025-09
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2025-11-15,80.0,KG,2025-11
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2025-12-15,79.9899,KG,2025-12
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2026-01-15,81.7217,KG,2026-01
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2026-02-15,80.4001,KG,2026-02
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2026-03-15,81.5913,KG,2026-03
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2026-04-15,80.7771,KG,2026-04
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour,Retail,2026-05-15,81.5863,KG,2026-05
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour (white),Retail,2023-12-15,100.0,KG,2023-12
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour (white),Retail,2024-03-15,93.0,KG,2024-03
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour (white),Retail,2024-06-15,87.0,KG,2024-06
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour (white),Retail,2024-09-15,67.0,KG,2024-09
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour (white),Retail,2024-12-15,74.0,KG,2024-12
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour (white),Retail,2025-03-15,85.0,KG,2025-03
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour (white),Retail,2025-06-15,87.0,KG,2025-06
Rift Valley,Turkana,Kalobeyei (Village 2),Maize flour (white),Retail,2025-09-15,83.0,KG,2025-09
Rift Valley,Turkana,Kalobeyei (Village 2),"Oil (vegetable, fortified)",Retail,2023-12-15,292.0,L,2023-12
Rift Valley,Turkana,Kalobeyei (Village 2),"Oil (vegetable, fortified)",Retail,2024-03-15,272.0,L,2024-03
Rift Valley,Turkana,Kalobeyei (Village 2),"Oil (vegetable, fortified)",Retail,2024-06-15,283.0,L,2024-06
Rift Valley,Turkana,Kalobeyei (Village 2),"Oil (vegetable, fortified)",Retail,2024-09-15,300.0,L,2024-09
Rift Valley,Turkana,Kalobeyei (Village 2),"Oil (vegetable, fortified)",Retail,2024-12-15,300.0,L,2024-12
Rift Valley,Turkana,Kalobeyei (Village 2),"Oil (vegetable, fortified)",Retail,2025-03-15,300.0,L,2025-03
Rift Valley,Turkana,Kalobeyei (Village 2),"Oil (vegetable, fortified)",Retail,2025-06-15,300.0,L,2025-06
Rift Valley,Turkana,Kalobeyei (Village 2),"Oil (vegetable, fortified)",Retail,2025-09-15,267.0,L,2025-09
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2021-01-15,195.0,L,2021-01
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2021-02-15,187.083325,L,2021-02
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2021-03-15,210.208334,L,2021-03
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2021-04-15,207.777772,L,2021-04
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2021-05-15,200.0,L,2021-05
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2021-06-15,205.249996,L,2021-06
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2021-07-15,231.176474,L,2021-07
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2021-08-15,235.833322,L,2021-08
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2021-09-15,215.0,L,2021-09
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2021-10-15,233.333333,L,2021-10
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2021-11-15,250.0,L,2021-11
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2021-12-15,250.0,L,2021-12
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2022-01-15,289.666669,L,2022-01
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2022-02-15,250.0,L,2022-02
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2023-01-15,335.83335,L,2023-01
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2023-02-15,276.11111,L,2023-02
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2023-03-15,280.0,L,2023-03
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2023-05-15,310.0,L,2023-05
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2023-06-15,250.0,L,2023-06
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2023-07-15,305.625003,L,2023-07
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2023-08-15,275.0,L,2023-08
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2023-09-15,270.0,L,2023-09
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2023-11-15,280.909083,L,2023-11
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2023-12-15,296.499998,L,2023-12
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2024-01-15,333.3333,L,2024-01
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2024-03-15,400.0,L,2024-03
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2024-04-15,250.0,L,2024-04
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2024-05-15,332.5,L,2024-05
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2024-06-15,250.0,L,2024-06
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2024-07-15,250.0,L,2024-07
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2024-08-15,250.0,L,2024-08
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2024-09-15,275.0,L,2024-09
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2024-11-15,285.0,L,2024-11
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2024-12-15,311.66665,L,2024-12
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2025-01-15,300.0,L,2025-01
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2025-02-15,333.3333,L,2025-02
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2025-03-15,300.0,L,2025-03
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2025-05-15,320.0,L,2025-05
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2025-06-15,310.0,L,2025-06
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2025-07-15,295.0,L,2025-07
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2025-08-15,280.0,L,2025-08
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2025-09-15,276.6667,L,2025-09
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2025-11-15,250.0,L,2025-11
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2025-12-15,274.3215,L,2025-12
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2026-01-15,272.7187,L,2026-01
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2026-02-15,272.1956,L,2026-02
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2026-03-15,271.0588,L,2026-03
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2026-04-15,270.4829,L,2026-04
Rift Valley,Turkana,Kalobeyei (Village 2),Oil (vegetable),Retail,2026-05-15,269.6332,L,2026-05
Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,2021-01-15,100.0,KG,2021-01
Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,2021-02-15,98.333325,KG,2021-02
Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,2021-03-15,101.249998,KG,2021-03
Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,2021-04-15,102.499999,KG,2021-04
Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,2021-05-15,100.0,KG,2021-05
Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,2021-06-15,104.499996,KG,2021-06
Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,2021-07-15,102.941171,KG,2021-07
Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,2021-08-15,99.393917,KG,2021-08
Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,2021-09-15,96.666666,KG,2021-09
Rift Valley,Turkana,Kalobeyei (Village 2),Rice,Retail,2021-10-15,91.666666,KG,2021-10
